vote_id,constituency_id,candidate_id,votes_received
120,143,971,39521
121,75,1241,18322
122,397,38,12118
123,479,398,45987
124,69,2049,20834
125,47,441,33690
126,227,2830,11486
127,276,524,19080
128,317,371,48949
129,328,2375,30253
130,424,2909,21872
131,454,2464,48673
132,218,153,24370
133,473,827,19355
134,58,2315,43837
135,285,2718,9834
136,490,2681,35586
137,106,2943,32879
138,305,248,13733
139,491,485,13999
140,207,2434,47945
141,288,2452,7752
142,473,2193,4380
143,125,889,28896
144,390,148,32975
145,262,986,41201
146,70,1858,22232
147,185,2784,30267
148,411,434,20973
149,248,221,16480
150,349,1650,39105
151,8,297,31811
152,309,1415,4930
153,234,2838,46082
154,231,2496,11691
155,134,1353,31248
156,192,1997,40790
157,188,1034,44479
158,513,2472,16811
159,67,2051,10108
160,149,2257,21831
161,199,661,4460
162,46,1534,43268
163,126,1569,31183
164,495,814,4703
165,126,2280,20232
166,131,100,13969
167,212,745,4173
168,190,909,9457
169,266,20,31266
170,152,2539,21592
171,330,1027,42087
172,150,1834,35449
173,325,862,10197
174,219,1886,21294
175,97,356,14364
176,155,1847,38871
177,161,1144,23270
178,64,665,41582
179,479,2943,38234
180,146,1014,436
181,216,1634,34565
182,251,421,13474
183,415,439,42154
184,123,2403,33674
185,269,1035,9919
186,204,1410,30150
187,181,818,3310
188,362,1916,5905
189,426,1689,8697
190,162,484,4898
191,339,2678,1419
192,284,2383,13195
193,276,1557,4831
194,7,1137,49025
195,201,2999,18944
196,539,2790,4545
197,150,661,34717
198,250,73,39046
199,486,1949,16386
200,480,1287,6863
201,353,176,40586
202,339,688,29635
203,215,152,14551
204,250,328,20053
205,489,1977,5204
206,494,65,37746
207,496,163,46859
208,20,2476,11509
209,404,2658,14645
210,49,1546,2024
211,187,2078,21943
212,384,2647,47506
213,278,59,5273
214,75,615,18454
215,389,866,33967
216,526,1272,47421
217,230,1145,10310
218,443,1008,33283
219,386,1772,22117
220,258,4,48063
221,309,798,1051
222,519,1001,5242
223,23,2168,3339
224,22,1767,45448
225,338,1107,16432
226,31,201,37655
227,361,2652,16735
228,129,148,13885
229,298,1538,29149
230,323,1309,28172
231,203,1509,15025
232,211,2557,29188
233,19,1247,35068
234,154,810,9100
235,419,29,28985
236,269,2257,48066
237,282,119,42425
238,144,1859,16855
239,264,1737,21217
240,280,2448,43937
241,494,2374,8937
242,320,1991,8039
243,22,1150,11737
244,461,2645,19165
245,16,1089,38046
246,488,964,33939
247,458,2682,11822
248,419,1548,29072
249,481,1899,878
250,142,456,34009
251,490,2989,33051
252,346,915,6746
253,68,550,45852
254,366,714,1793
255,95,1826,49716
256,540,1410,43907
257,281,2181,5353
258,101,2098,47468
259,163,1453,8950
260,372,2319,19984
261,38,972,8959
262,436,2473,17648
263,55,434,49645
264,449,723,46056
265,233,2710,11814
266,450,2269,32975
267,402,1429,5992
268,393,596,36159
269,429,1051,20922
270,419,1835,41823
271,289,2055,39892
272,265,2724,3348
273,524,453,20493
274,246,129,34748
275,363,1384,15100
276,72,1625,9211
277,449,1201,22602
278,182,1575,18935
279,9,159,19992
280,416,796,48405
281,103,2313,16354
282,449,1778,25894
283,162,1890,13754
284,184,1991,29572
285,336,2336,27767
286,52,2616,7450
287,212,2153,43795
288,136,1172,10931
289,397,1390,16498
290,274,553,30654
291,367,2697,18866
292,59,2317,48622
293,217,2081,35048
294,349,995,23914
295,410,2426,32284
296,278,146,42977
297,368,238,3134
298,526,513,17828
299,315,2251,28028
300,435,603,7213
301,221,2424,42472
302,397,2442,14360
303,512,1010,34891
304,212,2732,38453
305,438,647,36540
306,166,2120,36067
307,318,218,24349
308,115,1945,31665
309,421,970,24003
310,476,899,46323
311,246,160,22535
312,7,1207,15900
313,397,297,48645
314,325,427,4959
315,118,408,22781
316,409,2731,23154
317,245,2347,33457
318,348,1335,46848
319,227,1224,43688
320,129,1769,267
321,542,2619,19748
322,336,2432,7338
323,228,97,42432
324,499,833,24715
325,429,1274,48441
326,517,1133,27684
327,144,139,41482
328,160,2913,15363
329,44,617,7859
330,309,2532,7769
331,35,203,28204
332,163,24,1607
333,387,811,20393
334,521,1521,43520
335,200,1946,47987
336,295,831,48417
337,38,755,22634
338,42,563,24161
339,383,627,27119
340,82,684,25670
341,61,2676,18522
342,536,2885,23077
343,345,467,20732
344,64,167,24062
345,114,1563,2885
346,246,1826,17056
347,32,1536,9958
348,38,633,44361
349,13,2928,1566
350,422,685,14698
351,101,62,19321
352,315,201,2123
353,87,2128,28113
354,259,2896,39448
355,76,1773,8377
356,404,2611,26262
357,401,283,15533
358,78,1729,48926
359,251,1865,20940
360,365,1159,40463
361,477,1971,26770
362,295,2459,35154
363,3,2680,27092
364,98,757,7946
365,151,1897,49397
366,367,190,20001
367,529,1842,42585
368,52,1888,16935
369,129,1203,2164
370,350,2515,43953
371,296,412,44810
372,442,1899,45657
373,142,2800,4341
374,133,2809,39362
375,501,2835,16536
376,133,2486,32509
377,445,1520,23415
378,228,928,12861
379,19,1772,20673
380,120,2561,35518
381,511,2124,39231
382,540,826,48940
383,425,2559,43302
384,423,2132,1219
385,329,1322,6112
386,346,1983,28773
387,127,1870,10237
388,251,1919,47494
389,501,1430,7986
390,540,230,38584
391,63,1467,32475
392,287,2710,47568
393,297,2316,30870
394,324,2488,35684
395,138,2984,45580
396,345,2362,15517
397,89,89,6968
398,204,2713,24133
399,498,1855,29763
400,132,2401,34926
401,29,2854,5159
402,521,606,31264
403,345,164,30170
404,313,1688,11792
405,211,187,45757
406,137,689,13938
407,32,1418,4930
408,407,2658,30021
409,211,1621,25852
410,77,1184,35445
411,184,2331,29426
412,288,1805,13885
413,77,788,39968
414,20,1688,47482
415,479,2779,27071
416,262,2266,25809
417,223,1142,10791
418,58,2110,22512
419,458,1586,36036
420,115,1443,37498
421,89,1178,40670
422,45,1110,7768
423,269,623,40262
424,351,534,49747
425,384,1764,32025
426,401,2315,11868
427,463,1324,12719
428,401,1200,48070
429,361,2387,1789
430,419,966,43939
431,536,248,25773
432,121,1201,16485
433,516,1013,2601
434,267,1720,4735
435,512,178,19047
436,482,1056,6471
437,41,159,31874
438,266,2684,39789
439,262,2538,31400
440,198,49,43020
441,263,358,20595
442,122,362,39310
443,3,1480,24120
444,86,356,48059
445,274,1894,25350
446,274,1487,23727
447,509,2270,41074
448,258,875,42533
449,102,2186,26312
450,439,1814,19523
451,394,1788,12568
452,436,340,2673
453,397,2692,2690
454,89,1476,24854
455,43,2481,31975
456,282,1309,38582
457,198,1696,4168
458,442,60,28102
459,106,454,34563
460,232,1360,29808
461,277,1186,31739
462,46,1087,39819
463,433,478,39777
464,440,2870,32847
465,355,313,48355
466,252,1047,31834
467,358,947,8153
468,100,1426,33902
469,31,780,33016
470,359,844,23427
471,264,1961,48907
472,215,11,7747
473,193,161,48306
474,528,2731,19603
475,224,893,49565
476,455,3000,9351
477,381,1591,30589
478,2,1247,33582
479,25,2839,16675
480,234,2103,12830
481,529,2529,10390
482,17,1313,30394
483,518,780,21141
484,51,1339,5172
485,246,703,10801
486,295,1662,29881
487,303,2085,14136
488,102,619,27660
489,463,1655,36880
490,358,2582,39153
491,333,2055,31823
492,415,469,2448
493,396,498,44437
494,160,693,2065
495,315,173,11577
496,90,1633,37375
497,32,1972,23024
498,240,1314,30996
499,478,2206,21394
500,133,1322,29381
501,350,1386,23948
502,129,2984,27851
503,146,2403,11164
504,327,2873,9694
505,106,1410,33019
506,211,11,4242
507,38,2100,24598
508,373,2346,12289
509,281,1136,9809
510,278,2828,23850
511,453,2664,49066
512,155,540,22398
513,190,1292,19287
514,190,2910,42747
515,59,781,11689
516,221,1718,23160
517,396,1613,39614
518,230,2075,19422
519,412,702,39569
520,70,2410,28634
521,89,1623,21289
522,144,499,24859
523,494,360,32227
524,301,2998,26679
525,428,2645,28805
526,402,908,35805
527,509,2055,34912
528,91,2689,18899
529,494,486,15817
530,273,1141,1100
531,269,1887,12093
532,326,571,34807
533,198,2112,36460
534,353,1898,13468
535,176,2012,49092
536,16,2524,33403
537,96,2079,26624
538,515,460,5668
539,86,1761,36115
540,218,1786,27604
541,57,103,32374
542,246,1265,16729
543,170,2641,44682
544,531,959,13671
545,483,2622,28027
546,220,15,19118
547,301,1807,19741
548,498,251,39771
549,86,1727,46625
550,117,2666,27739
551,228,1722,23760
552,30,85,18413
553,146,934,17982
554,342,1715,13822
555,479,663,37013
556,491,1960,10961
557,378,108,11127
558,359,2119,48270
559,314,1416,40341
560,432,528,34848
561,9,2074,1398
562,532,561,9285
563,543,62,22645
564,101,2668,17060
565,101,731,40651
566,221,2349,26966
567,367,2472,31483
568,443,2972,24739
569,465,1784,47708
570,315,2549,38051
571,264,592,9640
572,451,982,36708
573,439,1712,43839
574,187,571,33763
575,173,1635,21190
576,464,1441,10687
577,196,897,3838
578,340,643,28586
579,293,1390,20515
580,225,1297,22642
581,380,2480,33179
582,351,764,310
583,61,1147,8354
584,117,2234,24011
585,520,1111,18662
586,65,1799,46409
587,321,661,24588
588,311,1953,13288
589,424,1330,16073
590,349,1002,19887
591,61,2583,47965
592,121,328,44727
593,391,411,23872
594,87,129,16965
595,48,1648,8177
596,218,206,24274
597,308,2172,32994
598,502,1565,14822
599,497,2636,1275
600,365,2490,23500
601,22,180,42293
602,508,2576,39017
603,338,1296,38553
604,111,1799,13258
605,88,260,12748
606,57,1210,30373
607,356,1672,29183
608,197,2440,43244
609,227,1569,47494
610,152,55,2684
611,127,1683,18014
612,472,2961,46385
613,323,1894,36187
614,79,1782,11228
615,537,66,48544
616,199,1655,27289
617,501,1816,43192
618,522,1599,21833
619,404,2248,16842
620,455,256,952
621,519,2974,45730
622,107,293,16760
623,458,597,31050
624,426,1997,7612
625,70,758,23115
626,388,1021,26689
627,474,2661,33941
628,503,2264,21551
629,416,2206,32177
630,94,276,12320
631,199,563,27071
632,134,2411,37691
633,307,1644,37663
634,308,1652,27298
635,416,1738,23853
636,196,377,17234
637,44,2236,20955
638,94,745,11729
639,479,965,18302
640,280,2662,14449
641,177,1210,38026
642,398,1492,18375
643,451,1285,2027
644,512,2257,6413
645,6,2495,20450
646,313,214,44556
647,415,148,48537
648,533,1717,41725
649,398,1510,44282
650,440,2941,14437
651,317,1901,5902
652,538,866,28480
653,41,2630,26618
654,520,2662,257
655,182,265,519
656,227,2013,31408
657,251,2458,26346
658,338,1888,20888
659,232,1267,42251
660,331,2734,193
661,74,2553,9756
662,452,290,1465
663,209,1633,41041
664,418,211,31379
665,400,880,33183
666,212,847,3425
667,60,2022,13785
668,161,1700,42674
669,459,2584,11927
670,352,1928,17830
671,232,185,11554
672,245,829,44198
673,357,1693,8224
674,381,2543,12419
675,522,759,42886
676,87,1635,19430
677,214,788,24119
678,115,257,9243
679,484,1368,27049
680,146,1562,44197
681,140,1104,25182
682,399,313,29050
683,411,2373,20425
684,157,532,6837
685,208,2106,39133
686,432,729,31212
687,468,229,33121
688,180,2325,1192
689,163,1508,13221
690,165,2677,2952
691,453,2522,37264
692,312,176,30990
693,290,311,14443
694,124,2873,30703
695,297,549,33019
696,161,1112,7920
697,471,1139,44565
698,112,2239,807
699,297,1282,13251
700,399,1691,21372
701,525,2266,14558
702,522,752,40705
703,80,1857,20532
704,377,1243,39462
705,209,682,3800
706,12,114,5540
707,532,2243,6930
708,73,2497,47722
709,340,1738,33648
710,478,2760,6820
711,133,399,37654
712,384,2290,30511
713,432,2978,17405
714,448,1245,4717
715,472,631,47774
716,162,2994,7919
717,481,2798,23298
718,462,1380,19675
719,289,1203,38006
720,497,39,18841
721,451,2853,2298
722,426,395,34939
723,329,1426,28334
724,45,1986,16926
725,406,913,39328
726,454,842,48956
727,307,2794,9165
728,435,460,4385
729,5,945,27203
730,417,2804,47124
731,66,139,36854
732,73,2298,43651
733,225,2767,39396
734,130,413,44826
735,258,2275,9579
736,144,1629,9501
737,282,145,39779
738,476,88,3329
739,32,2933,25607
740,434,1634,42294
741,381,984,33423
742,362,1718,11261
743,380,2503,32806
744,247,857,23095
745,43,318,18937
746,393,2187,18052
747,443,314,23323
748,12,2764,22221
749,235,1350,14238
750,467,2656,36209
751,475,1504,44278
752,88,1835,31677
753,454,2901,34732
754,349,2669,37517
755,231,255,39244
756,535,1085,36941
757,172,347,15587
758,414,2633,2367
759,346,2614,41671
760,110,1583,40185
761,315,2105,7141
762,101,1200,35181
763,304,2443,27550
764,7,1511,19775
765,335,285,5785
766,137,2451,33378
767,373,1133,18654
768,363,1263,23534
769,195,2916,21659
770,272,1380,16166
771,59,2024,35258
772,440,1081,19375
773,307,1165,9010
774,271,177,16567
775,167,1015,45239
776,147,2807,16749
777,86,521,45675
778,130,2705,32568
779,73,2871,43934
780,99,1200,15913
781,426,1693,24927
782,337,1631,5293
783,397,379,5513
784,480,1137,49235
785,55,2146,6674
786,142,2232,37183
787,328,575,4446
788,535,1841,47310
789,275,647,47677
790,500,1086,3259
791,247,1046,1253
792,132,2875,32595
793,374,773,41936
794,55,1375,35776
795,170,2380,2630
796,129,2900,30559
797,383,1441,34532
798,491,2486,10774
799,9,1948,11148
800,493,2437,3982
801,460,548,29236
802,386,8,36225
803,69,2489,29597
804,530,2270,26651
805,283,1292,2390
806,137,2331,410
807,491,1700,29826
808,329,141,26934
809,470,2687,18056
810,10,389,46548
811,39,2841,12396
812,250,512,13264
813,407,1246,48603
814,382,1845,28519
815,24,1653,15201
816,131,339,17215
817,361,2173,29713
818,505,2087,5508
819,226,1468,19271
820,81,633,39559
821,516,1619,4640
822,210,134,43495
823,231,2141,27342
824,264,2424,19264
825,493,2673,27159
826,120,2412,48766
827,540,2492,32812
828,238,449,38335
829,499,1510,37616
830,490,2794,46577
831,418,446,29114
832,323,1979,36313
833,346,1531,38233
834,70,1217,3001
835,496,990,16667
836,177,1705,28329
837,225,417,2892
838,265,30,4442
839,317,803,20736
840,291,2045,46889
841,208,319,33437
842,24,2958,798
843,137,1771,12094
844,340,2392,45651
845,225,1348,47833
846,423,1036,27261
847,314,1480,20128
848,254,979,39971
849,126,2866,37200
850,147,1555,21422
851,465,845,6487
852,413,303,19768
853,372,2285,24376
854,523,1491,27625
855,328,162,9569
856,15,2444,17568
857,394,2565,48965
858,147,447,23722
859,11,205,11525
860,430,2964,10312
861,459,1063,19622
862,541,1808,34361
863,474,2787,27416
864,513,2933,42157
865,158,2820,29039
866,443,1338,44892
867,482,1466,9435
868,144,2262,35912
869,161,748,18468
870,125,104,34335
871,524,2256,29729
872,356,2299,30827
873,255,465,17208
874,468,1401,29923
875,352,990,28614
876,344,993,14214
877,530,710,1873
878,393,2085,33235
879,307,1702,29567
880,133,1588,41941
881,278,1214,11911
882,37,1622,37229
883,207,980,13049
884,458,946,46565
885,93,2986,25210
886,399,1935,9170
887,263,1349,10212
888,277,2162,24982
889,524,851,8823
890,196,976,5804
891,4,2195,23842
892,129,1882,34197
893,270,1154,49318
894,100,173,15393
895,389,2823,14145
896,271,1794,41194
897,87,900,43534
898,239,1252,38414
899,445,373,19589
900,396,749,46640
901,513,2925,11977
902,289,2751,49228
903,167,1097,45144
904,454,1686,6254
905,69,1606,13976
906,99,1530,22155
907,506,1722,48784
908,128,647,31988
909,263,979,8684
910,467,1035,17555
911,392,1559,23149
912,427,2930,22806
913,287,2387,9595
914,512,1363,30713
915,164,557,35926
916,493,721,18886
917,465,439,35222
918,188,1791,775
919,116,70,32747
920,62,476,3703
921,151,1958,28587
922,539,2347,7243
923,163,663,2363
924,11,552,19788
925,40,993,5524
926,65,2841,17670
927,263,2147,38752
928,285,1565,38759
929,177,2531,49989
930,473,2999,4183
931,519,574,17647
932,452,1614,34243
933,396,1391,44974
934,377,2192,15596
935,359,2931,28166
936,273,705,1017
937,470,1249,29126
938,112,2828,16812
939,79,1702,16392
940,316,1348,35118
941,450,1138,3889
942,263,2845,48493
943,362,960,25934
944,103,224,25469
945,63,2068,35960
946,350,2344,9906
947,354,2331,46815
948,530,2664,38637
949,457,1751,31653
950,289,1244,35649
951,459,2175,33816
952,532,535,36807
953,108,2116,4428
954,306,269,31483
955,73,2958,40767
956,465,1494,29688
957,412,236,48851
958,162,2233,1913
959,53,1414,45268
960,469,2033,12658
961,278,2125,472
962,333,109,43599
963,181,2675,6172
964,295,1935,22232
965,38,2555,40677
966,381,2097,28215
967,310,1571,48830
968,185,2373,906
969,494,1850,25699
970,72,2070,46944
971,457,1993,15300
972,500,1461,34979
973,276,1789,10052
974,121,2577,32588
975,277,1291,2757
976,329,2191,38881
977,458,1050,41619
978,61,2677,46142
979,434,1083,17250
980,58,1943,36044
981,291,355,20248
982,53,1421,36179
983,510,1719,17268
984,72,1213,41465
985,70,1473,5318
986,400,1285,38021
987,336,2795,19185
988,462,862,33035
989,325,883,26895
990,317,342,11750
991,403,1018,34564
992,457,1009,14754
993,172,2932,42091
994,83,1755,20933
995,229,869,39027
996,258,1172,5201
997,375,1024,29609
998,400,361,22956
999,67,2400,16420
1000,250,54,46549
1001,494,1676,11151
1002,63,1769,6346
1003,159,989,30474
1004,3,863,26127
1005,304,1221,9233
1006,519,1330,18751
1007,229,2240,47154
1008,353,1234,45846
1009,343,1895,11165
1010,95,420,29670
1011,158,1255,38612
1012,405,142,35916
1013,188,2396,33859
1014,137,2566,15410
1015,406,1893,33853
1016,535,1152,19454
1017,294,1247,9166
1018,127,1677,26898
1019,410,1023,26609
1020,327,2419,19967
1021,256,1269,25753
1022,332,1422,22915
1023,409,964,980
1024,90,2419,5826
1025,235,2872,49994
1026,352,105,25794
1027,153,152,38704
1028,495,607,13287
1029,465,155,9244
1030,478,469,47271
1031,85,1810,49569
1032,287,1430,40389
1033,346,219,30483
1034,242,170,3669
1035,188,946,27828
1036,424,904,7028
1037,426,2087,15467
1038,423,607,10781
1039,449,23,47746
1040,334,405,5510
1041,348,1810,43103
1042,8,2623,6152
1043,337,1368,14349
1044,404,1415,42524
1045,239,618,17623
1046,154,804,20828
1047,62,1540,9886
1048,121,1889,42275
1049,219,230,7362
1050,53,2048,33737
1051,425,435,17915
1052,9,1471,18173
1053,19,2068,28742
1054,432,2079,20653
1055,541,695,9440
1056,58,2098,39801
1057,40,2767,667
1058,196,1672,2949
1059,534,1403,44454
1060,418,1961,1144
1061,516,2087,3286
1062,502,419,11918
1063,289,2007,22563
1064,422,349,23799
1065,484,672,4217
1066,105,1417,8860
1067,521,2199,41616
1068,53,2962,25372
1069,119,744,37016
1070,423,844,39919
1071,440,2203,25664
1072,501,2465,7642
1073,90,833,30201
1074,531,2401,31092
1075,123,1572,21577
1076,435,1750,44351
1077,489,1684,34165
1078,348,768,1310
1079,181,1857,37827
1080,416,2282,6555
1081,337,2550,12320
1082,46,99,36662
1083,97,2048,43176
1084,406,32,34536
1085,240,2437,13914
1086,17,233,13737
1087,186,2521,31426
1088,489,1368,31204
1089,398,1144,33794
1090,382,1065,38982
1091,141,2615,30192
1092,124,34,46188
1093,231,1534,31580
1094,360,2458,19909
1095,514,853,48167
1096,108,1601,11008
1097,41,1827,28913
1098,89,355,31075
1099,489,921,42578
1100,398,551,30704
1101,419,189,11964
1102,542,2271,32752
1103,481,607,47546
1104,230,667,35872
1105,309,300,14882
1106,453,1976,40291
1107,218,1328,31548
1108,92,2460,46051
1109,513,2659,14676
1110,22,1671,9391
1111,75,587,28326
1112,257,362,9827
1113,406,2204,13784
1114,349,1349,18833
1115,81,2212,35378
1116,150,871,40942
1117,533,954,18937
1118,180,1424,3643
1119,399,2047,14169
1120,295,650,16968
1121,163,1720,21927
1122,436,1522,9122
1123,221,1530,2519
1124,263,413,5822
1125,244,303,35237
1126,190,780,46458
1127,221,1156,15279
1128,299,1731,47522
1129,394,678,24261
1130,17,1026,29639
1131,258,217,22050
1132,106,2470,28790
1133,157,854,31195
1134,382,1382,35150
1135,526,2720,20121
1136,531,717,34247
1137,84,1981,18561
1138,126,940,49688
1139,320,1101,23977
1140,434,967,3644
1141,105,43,32353
1142,251,2791,15543
1143,309,1776,1536
1144,248,1701,11367
1145,223,801,23353
1146,511,876,18310
1147,342,2087,3153
1148,189,2985,3641
1149,270,579,4758
1150,430,2116,31972
1151,148,761,41437
1152,259,1324,38349
1153,332,1236,49672
1154,470,2237,49191
1155,169,1006,38921
1156,491,348,29912
1157,247,1608,29995
1158,43,2852,39670
1159,403,2358,5073
1160,78,1791,40522
1161,510,1474,13994
1162,378,2099,7148
1163,192,2442,25138
1164,242,696,2693
1165,291,1378,31039
1166,194,135,31153
1167,145,2967,42925
1168,84,334,45060
1169,161,1431,33041
1170,484,2842,21038
1171,346,726,24544
1172,205,2497,1032
1173,122,1779,21173
1174,254,2980,31567
1175,38,1605,1384
1176,183,556,29811
1177,85,216,37360
1178,67,1423,48670
1179,342,124,1031
1180,38,2874,5390
1181,130,43,24491
1182,36,2659,18338
1183,225,163,36685
1184,513,1690,44256
1185,64,114,13480
1186,386,59,21082
1187,195,2963,11074
1188,61,146,39306
1189,145,926,8270
1190,351,1031,12251
1191,344,1339,7850
1192,200,111,41930
1193,129,1546,22912
1194,299,2313,14965
1195,250,1887,33377
1196,193,2316,21187
1197,191,2928,16345
1198,507,1223,30021
1199,536,746,4372
1200,366,451,21633
1201,278,38,39947
1202,236,1947,30824
1203,460,2340,19656
1204,528,1970,41413
1205,433,1394,11041
1206,297,424,42228
1207,510,1497,18240
1208,484,1835,9518
1209,94,2018,24530
1210,8,2960,37024
1211,364,661,22594
1212,385,2626,3757
1213,98,933,35502
1214,383,587,23456
1215,114,993,21102
1216,482,757,25067
1217,418,83,14217
1218,45,1688,32121
1219,405,230,32433
1220,329,1409,36728
1221,360,2555,3571
1222,423,2846,14663
1223,93,2072,30116
1224,153,254,8772
1225,405,1602,29164
1226,452,458,36454
1227,517,2967,24500
1228,322,2527,16050
1229,380,679,15015
1230,396,2852,4806
1231,320,1404,3301
1232,524,64,32488
1233,105,343,42658
1234,338,1059,3245
1235,226,2407,14123
1236,394,1074,22369
1237,13,426,2761
1238,110,1872,44665
1239,455,165,46531
1240,60,2973,1939
1241,163,78,20789
1242,529,2583,10047
1243,368,2323,46338
1244,508,19,16012
1245,215,2976,31139
1246,318,2510,28644
1247,101,1822,33410
1248,54,94,11411
1249,85,1226,8853
1250,434,118,22497
1251,79,908,29226
1252,149,1041,32328
1253,404,2474,33237
1254,422,2189,41600
1255,501,184,17547
1256,396,2320,24713
1257,381,2025,7329
1258,126,2474,9008
1259,440,1488,49931
1260,347,1391,40417
1261,500,1686,48278
1262,150,1916,44619
1263,361,966,47606
1264,503,2223,31272
1265,79,2782,43326
1266,469,853,32402
1267,132,2040,47113
1268,63,1854,40481
1269,293,704,18690
1270,138,2252,30232
1271,151,2923,6255
1272,146,1535,22566
1273,210,2788,14190
1274,304,256,20822
1275,403,901,12889
1276,325,1617,34341
1277,352,2450,36053
1278,122,735,30442
1279,110,357,444
1280,309,2105,43822
1281,194,1594,19930
1282,473,2860,6106
1283,107,416,9006
1284,414,2957,19945
1285,538,2544,45937
1286,421,73,46520
1287,383,1357,48866
1288,58,2777,17979
1289,231,1259,28333
1290,284,168,22221
1291,349,2861,25705
1292,458,2680,47791
1293,474,1126,13448
1294,93,1380,48967
1295,387,907,18421
1296,278,929,32666
1297,134,2749,36015
1298,42,1603,35746
1299,543,1308,4156
1300,45,191,28119
1301,537,84,46406
1302,318,652,10053
1303,418,2115,49134
1304,84,1778,16363
1305,49,1306,32147
1306,492,116,16108
1307,61,714,44018
1308,23,1545,6033
1309,81,1595,40126
1310,214,1396,32031
1311,263,2307,41489
1312,105,2229,32326
1313,63,74,39740
1314,76,1068,21708
1315,121,2832,145
1316,499,1594,39732
1317,159,1186,15511
1318,190,313,6967
1319,188,1702,21401
1320,19,714,10028
1321,211,442,32301
1322,37,2247,35908
1323,191,711,35319
1324,136,741,11033
1325,257,1578,10415
1326,163,527,20907
1327,282,2651,29395
1328,370,25,16573
1329,274,1562,11170
1330,65,92,32486
1331,81,288,23042
1332,34,877,1662
1333,76,2031,2204
1334,233,778,44737
1335,245,2096,44614
1336,21,1611,22033
1337,209,1457,3777
1338,134,1214,3354
1339,14,1637,27328
1340,70,2624,27153
1341,267,2333,41041
1342,147,1478,47029
1343,293,1518,42112
1344,85,2974,2388
1345,307,729,11380
1346,57,1322,9597
1347,251,296,2276
1348,141,858,29734
1349,54,40,9149
1350,326,1519,3665
1351,151,2956,16657
1352,82,1822,39505
1353,387,2803,15594
1354,99,2702,19537
1355,317,2442,5836
1356,497,2563,13121
1357,366,2178,37842
1358,222,1335,20679
1359,14,990,11123
1360,309,1713,27388
1361,491,1971,48982
1362,28,668,15815
1363,242,2001,44322
1364,197,1129,28896
1365,201,1360,25001
1366,365,868,39435
1367,247,2998,29365
1368,287,1882,24962
1369,195,2655,6696
1370,5,2059,3351
1371,185,2103,21977
1372,277,1513,5058
1373,320,1354,3166
1374,15,1760,14130
1375,165,2354,14218
1376,475,1929,669
1377,211,2730,19244
1378,345,1009,18208
1379,221,2080,26441
1380,56,239,34409
1381,70,1003,39370
1382,357,1735,8020
1383,403,1273,30556
1384,234,2313,25956
1385,86,1866,41758
1386,461,2915,49405
1387,8,744,47061
1388,197,230,36878
1389,464,1002,20380
1390,48,2334,48979
1391,455,881,18793
1392,430,711,14050
1393,86,952,5137
1394,435,1213,36567
1395,9,2879,34367
1396,533,2365,16452
1397,426,2753,30642
1398,287,300,13675
1399,536,2808,27823
1400,170,1316,47244
1401,518,660,47732
1402,281,1908,3403
1403,135,2289,29801
1404,222,804,47491
